path,text,duration,source_id
..\processed_data\train\letters_T1027235__T1027235\letters_T1027235__T1027235_SS162.6.wav,a g,1.46,letters_T1027235__T1027235
..\processed_data\train\letters_T1027235__T1027235\letters_T1027235__T1027235_SS168.3.wav,a e,1.22,letters_T1027235__T1027235
..\processed_data\train\letters_T1027235__T1027235\letters_T1027235__T1027235_SS173.8.wav,a d,1.08,letters_T1027235__T1027235
..\processed_data\train\letters_T1027235__T1027235\letters_T1027235__T1027235_SS186.5.wav,a seven,1.22,letters_T1027235__T1027235
..\processed_data\train\letters_T1027235__T1027235\letters_T1027235__T1027235_SS186.5.wav,a seven. a o,6.96,letters_T1027235__T1027235
..\processed_data\train\letters_T1027235__T1027235\letters_T1027235__T1027235_SS190.9.wav,a o,1.83,letters_T1027235__T1027235
..\processed_data\train\letters_T1027235__T1027235\letters_T1027235__T1027235_SS193.9.wav,zero,1.07,letters_T1027235__T1027235
..\processed_data\train\letters_T1027235__T1027235\letters_T1027235__T1027235_SS193.9.wav,zero. a four a ten a five an eight a one a six a three a six,38.73,letters_T1027235__T1027235
..\processed_data\train\letters_T1027235__T1027235\letters_T1027235__T1027235_SS197.0.wav,a four,1.93,letters_T1027235__T1027235
..\processed_data\train\letters_T1027235__T1027235\letters_T1027235__T1027235_SS202.8.wav,a ten,2.21,letters_T1027235__T1027235
..\processed_data\train\letters_T1027235__T1027235\letters_T1027235__T1027235_SS208.5.wav,a five,1.64,letters_T1027235__T1027235
..\processed_data\train\letters_T1027235__T1027235\letters_T1027235__T1027235_SS214.0.wav,an eight,2.21,letters_T1027235__T1027235
..\processed_data\train\letters_T1027235__T1027235\letters_T1027235__T1027235_SS218.5.wav,a one,1.55,letters_T1027235__T1027235
..\processed_data\train\letters_T1027235__T1027235\letters_T1027235__T1027235_SS222.8.wav,a six,2.58,letters_T1027235__T1027235
..\processed_data\train\letters_T1027235__T1027235\letters_T1027235__T1027235_SS228.6.wav,a three,1.50,letters_T1027235__T1027235
..\processed_data\train\letters_T1027235__T1027235\letters_T1027235__T1027235_SS231.4.wav,a six,1.55,letters_T1027235__T1027235
..\processed_data\train\letters_T1027235__T1027235\letters_T1027235__T1027235_SS234.0.wav,nine,0.89,letters_T1027235__T1027235
..\processed_data\train\letters_T1027235__T1027235\letters_T1027235__T1027235_SS237.7.wav,a two,1.27,letters_T1027235__T1027235
..\processed_data\train\letters_T1027236__T1027236\letters_T1027236__T1027236_SS3.2.wav,b,2.08,letters_T1027236__T1027236
..\processed_data\train\letters_T1027236__T1027236\letters_T1027236__T1027236_SS13.3.wav,m,1.23,letters_T1027236__T1027236
..\processed_data\train\letters_T1027236__T1027236\letters_T1027236__T1027236_SS28.5.wav,u,1.21,letters_T1027236__T1027236
..\processed_data\train\letters_T1027236__T1027236\letters_T1027236__T1027236_SS38.5.wav,c,1.24,letters_T1027236__T1027236
..\processed_data\train\letters_T1027236__T1027236\letters_T1027236__T1027236_SS48.5.wav,r,1.73,letters_T1027236__T1027236
..\processed_data\train\letters_T1027236__T1027236\letters_T1027236__T1027236_SS57.0.wav,q,2.10,letters_T1027236__T1027236
..\processed_data\train\letters_T1027236__T1027236\letters_T1027236__T1027236_SS64.9.wav,x,2.00,letters_T1027236__T1027236
..\processed_data\train\letters_T1027236__T1027236\letters_T1027236__T1027236_SS73.4.wav,v,1.85,letters_T1027236__T1027236
..\processed_data\train\letters_T1027236__T1027236\letters_T1027236__T1027236_SS81.1.wav,y,1.24,letters_T1027236__T1027236
..\processed_data\train\letters_T1027236__T1027236\letters_T1027236__T1027236_SS89.7.wav,o,2.34,letters_T1027236__T1027236
..\processed_data\train\letters_T1027236__T1027236\letters_T1027236__T1027236_SS98.6.wav,h,0.99,letters_T1027236__T1027236
..\processed_data\train\letters_T1027236__T1027236\letters_T1027236__T1027236_SS106.0.wav,t,1.24,letters_T1027236__T1027236
..\processed_data\train\letters_T1027236__T1027236\letters_T1027236__T1027236_SS113.7.wav,l,1.10,letters_T1027236__T1027236
..\processed_data\train\letters_T1027236__T1027236\letters_T1027236__T1027236_SS123.5.wav,j,1.90,letters_T1027236__T1027236
..\processed_data\train\letters_T1027236__T1027236\letters_T1027236__T1027236_SS130.4.wav,a,1.81,letters_T1027236__T1027236
..\processed_data\train\letters_T1027236__T1027236\letters_T1027236__T1027236_SS137.9.wav,s,0.93,letters_T1027236__T1027236
..\processed_data\train\letters_T1027236__T1027236\letters_T1027236__T1027236_SS146.6.wav,z,1.16,letters_T1027236__T1027236
..\processed_data\train\letters_T1027236__T1027236\letters_T1027236__T1027236_SS155.5.wav,w,1.00,letters_T1027236__T1027236
..\processed_data\train\letters_T1027236__T1027236\letters_T1027236__T1027236_SS163.4.wav,k,1.24,letters_T1027236__T1027236
..\processed_data\train\letters_T1027236__T1027236\letters_T1027236__T1027236_SS172.5.wav,n,1.33,letters_T1027236__T1027236
..\processed_data\train\letters_T1027236__T1027236\letters_T1027236__T1027236_SS181.0.wav,i,1.24,letters_T1027236__T1027236
..\processed_data\train\letters_T1027236__T1027236\letters_T1027236__T1027236_SS188.0.wav,p,2.19,letters_T1027236__T1027236
..\processed_data\train\letters_T1027236__T1027236\letters_T1027236__T1027236_SS197.1.wav,f,0.93,letters_T1027236__T1027236
..\processed_data\train\letters_T1027236__T1027236\letters_T1027236__T1027236_SS205.9.wav,g,1.07,letters_T1027236__T1027236
..\processed_data\train\letters_T1027236__T1027236\letters_T1027236__T1027236_SS213.3.wav,e,0.85,letters_T1027236__T1027236
..\processed_data\train\letters_T1027236__T1027236\letters_T1027236__T1027236_SS220.1.wav,d,0.86,letters_T1027236__T1027236
..\processed_data\train\letters_T1027236__T1027236\letters_T1027236__T1027236_SS227.9.wav,seven,1.26,letters_T1027236__T1027236
..\processed_data\train\letters_T1027236__T1027236\letters_T1027236__T1027236_SS237.0.wav,zero,2.00,letters_T1027236__T1027236
..\processed_data\train\letters_T1027236__T1027236\letters_T1027236__T1027236_SS244.4.wav,four,2.19,letters_T1027236__T1027236
..\processed_data\train\letters_T1027236__T1027236\letters_T1027236__T1027236_SS252.1.wav,ten,1.15,letters_T1027236__T1027236
..\processed_data\train\letters_T1027236__T1027236\letters_T1027236__T1027236_SS260.6.wav,five,2.50,letters_T1027236__T1027236
..\processed_data\train\letters_T1027236__T1027236\letters_T1027236__T1027236_SS270.2.wav,eight,1.02,letters_T1027236__T1027236
..\processed_data\train\letters_T1027236__T1027236\letters_T1027236__T1027236_SS277.9.wav,one,1.90,letters_T1027236__T1027236
..\processed_data\train\letters_T1027236__T1027236\letters_T1027236__T1027236_SS287.0.wav,six,2.00,letters_T1027236__T1027236
..\processed_data\train\letters_T1027236__T1027236\letters_T1027236__T1027236_SS295.3.wav,three,1.62,letters_T1027236__T1027236
..\processed_data\train\letters_T1027236__T1027236\letters_T1027236__T1027236_SS303.2.wav,nine,1.10,letters_T1027236__T1027236
..\processed_data\train\letters_T1027236__T1027236\letters_T1027236__T1027236_SS310.2.wav,two,1.28,letters_T1027236__T1027236
..\processed_data\train\letters_T1027237__T1027237\letters_T1027237__T1027237_SS0.0.wav,m,0.55,letters_T1027237__T1027237
..\processed_data\train\letters_T1027237__T1027237\letters_T1027237__T1027237_SS4.4.wav,u,0.68,letters_T1027237__T1027237
..\processed_data\train\letters_T1027237__T1027237\letters_T1027237__T1027237_SS9.7.wav,um c,0.96,letters_T1027237__T1027237
..\processed_data\train\letters_T1027237__T1027237\letters_T1027237__T1027237_SS13.2.wav,r,0.55,letters_T1027237__T1027237
..\processed_data\train\letters_T1027237__T1027237\letters_T1027237__T1027237_SS17.4.wav,q,0.86,letters_T1027237__T1027237
..\processed_data\train\letters_T1027237__T1027237\letters_T1027237__T1027237_SS21.4.wav,x,0.79,letters_T1027237__T1027237
..\processed_data\train\letters_T1027237__T1027237\letters_T1027237__T1027237_SS24.6.wav,v,0.86,letters_T1027237__T1027237
..\processed_data\train\letters_T1027237__T1027237\letters_T1027237__T1027237_SS30.0.wav,y,0.98,letters_T1027237__T1027237
..\processed_data\train\letters_T1027237__T1027237\letters_T1027237__T1027237_SS34.8.wav,o,0.61,letters_T1027237__T1027237
..\processed_data\train\letters_T1027237__T1027237\letters_T1027237__T1027237_SS39.2.wav,h,0.58,letters_T1027237__T1027237
..\processed_data\train\letters_T1027237__T1027237\letters_T1027237__T1027237_SS42.5.wav,t,0.65,letters_T1027237__T1027237
..\processed_data\train\letters_T1027237__T1027237\letters_T1027237__T1027237_SS47.4.wav,l,0.53,letters_T1027237__T1027237
..\processed_data\train\letters_T1027237__T1027237\letters_T1027237__T1027237_SS51.7.wav,j,0.76,letters_T1027237__T1027237
..\processed_data\train\letters_T1027237__T1027237\letters_T1027237__T1027237_SS57.3.wav,a,0.63,letters_T1027237__T1027237
..\processed_data\train\letters_T1027237__T1027237\letters_T1027237__T1027237_SS61.2.wav,s,0.76,letters_T1027237__T1027237
..\processed_data\train\letters_T1027237__T1027237\letters_T1027237__T1027237_SS66.2.wav,p,0.53,letters_T1027237__T1027237
..\processed_data\train\letters_T1027237__T1027237\letters_T1027237__T1027237_SS72.3.wav,w,0.99,letters_T1027237__T1027237
..\processed_data\train\letters_T1027237__T1027237\letters_T1027237__T1027237_SS75.8.wav,k,0.70,letters_T1027237__T1027237
..\processed_data\train\letters_T1027237__T1027237\letters_T1027237__T1027237_SS80.2.wav,n,0.65,letters_T1027237__T1027237
..\processed_data\train\letters_T1027237__T1027237\letters_T1027237__T1027237_SS85.4.wav,l,0.70,letters_T1027237__T1027237
..\processed_data\train\letters_T1027237__T1027237\letters_T1027237__T1027237_SS87.2.wav,i,0.75,letters_T1027237__T1027237
..\processed_data\train\letters_T1027237__T1027237\letters_T1027237__T1027237_SS89.4.wav,l,0.58,letters_T1027237__T1027237
..\processed_data\train\letters_T1027237__T1027237\letters_T1027237__T1027237_SS91.6.wav,p,0.61,letters_T1027237__T1027237
..\processed_data\train\letters_T1027237__T1027237\letters_T1027237__T1027237_SS95.7.wav,f,0.53,letters_T1027237__T1027237
..\processed_data\train\letters_T1027237__T1027237\letters_T1027237__T1027237_SS100.8.wav,g,0.65,letters_T1027237__T1027237
..\processed_data\train\letters_T1027237__T1027237\letters_T1027237__T1027237_SS105.4.wav,e,0.50,letters_T1027237__T1027237
..\processed_data\train\letters_T1027237__T1027237\letters_T1027237__T1027237_SS108.6.wav,d,0.60,letters_T1027237__T1027237
..\processed_data\train\letters_T1027237__T1027237\letters_T1027237__T1027237_SS112.9.wav,seven,0.86,letters_T1027237__T1027237
..\processed_data\train\letters_T1027237__T1027237\letters_T1027237__T1027237_SS119.0.wav,zero,0.80,letters_T1027237__T1027237
..\processed_data\train\letters_T1027237__T1027237\letters_T1027237__T1027237_SS122.0.wav,four,0.65,letters_T1027237__T1027237
..\processed_data\train\letters_T1027237__T1027237\letters_T1027237__T1027237_SS126.0.wav,ten,0.61,letters_T1027237__T1027237
..\processed_data\train\letters_T1027237__T1027237\letters_T1027237__T1027237_SS130.1.wav,five,0.75,letters_T1027237__T1027237
..\processed_data\train\letters_T1027237__T1027237\letters_T1027237__T1027237_SS134.8.wav,eight,0.61,letters_T1027237__T1027237
..\processed_data\train\letters_T1027237__T1027237\letters_T1027237__T1027237_SS138.2.wav,one,0.66,letters_T1027237__T1027237
..\processed_data\train\letters_T1027237__T1027237\letters_T1027237__T1027237_SS142.6.wav,six,0.81,letters_T1027237__T1027237
..\processed_data\train\letters_T1027237__T1027237\letters_T1027237__T1027237_SS146.6.wav,three,0.63,letters_T1027237__T1027237
..\processed_data\train\letters_T1027237__T1027237\letters_T1027237__T1027237_SS150.5.wav,nine,0.63,letters_T1027237__T1027237
..\processed_data\train\letters_T1027237__T1027237\letters_T1027237__T1027237_SS155.1.wav,two,0.60,letters_T1027237__T1027237
..\processed_data\train\letters_T1027238__T1027238\letters_T1027238__T1027238_SS0.0.wav,b,0.62,letters_T1027238__T1027238
..\processed_data\train\letters_T1027238__T1027238\letters_T1027238__T1027238_SS13.3.wav,m,0.75,letters_T1027238__T1027238
..\processed_data\train\letters_T1027238__T1027238\letters_T1027238__T1027238_SS28.4.wav,u,0.72,letters_T1027238__T1027238
..\processed_data\train\letters_T1027238__T1027238\letters_T1027238__T1027238_SS34.0.wav,c,0.62,letters_T1027238__T1027238
..\processed_data\train\letters_T1027238__T1027238\letters_T1027238__T1027238_SS37.7.wav,aw,0.80,letters_T1027238__T1027238
..\processed_data\train\letters_T1027238__T1027238\letters_T1027238__T1027238_SS45.5.wav,q,0.64,letters_T1027238__T1027238
..\processed_data\train\letters_T1027238__T1027238\letters_T1027238__T1027238_SS48.7.wav,x,1.22,letters_T1027238__T1027238
..\processed_data\train\letters_T1027238__T1027238\letters_T1027238__T1027238_SS58.2.wav,y,0.65,letters_T1027238__T1027238
..\processed_data\train\letters_T1027238__T1027238\letters_T1027238__T1027238_SS65.4.wav,o,0.93,letters_T1027238__T1027238
..\processed_data\train\letters_T1027238__T1027238\letters_T1027238__T1027238_SS69.7.wav,h,0.62,letters_T1027238__T1027238
..\processed_data\train\letters_T1027238__T1027238\letters_T1027238__T1027238_SS75.8.wav,t,0.75,letters_T1027238__T1027238
..\processed_data\train\letters_T1027238__T1027238\letters_T1027238__T1027238_SS80.5.wav,l,0.72,letters_T1027238__T1027238
..\processed_data\train\letters_T1027238__T1027238\letters_T1027238__T1027238_SS87.9.wav,j,0.96,letters_T1027238__T1027238
..\processed_data\train\letters_T1027238__T1027238\letters_T1027238__T1027238_SS92.7.wav,a,0.87,letters_T1027238__T1027238
..\processed_data\train\letters_T1027238__T1027238\letters_T1027238__T1027238_SS99.0.wav,s,1.35,letters_T1027238__T1027238
..\processed_data\train\letters_T1027238__T1027238\letters_T1027238__T1027238_SS103.0.wav,a z,1.06,letters_T1027238__T1027238
..\processed_data\train\letters_T1027238__T1027238\letters_T1027238__T1027238_SS110.4.wav,w,1.00,letters_T1027238__T1027238
..\processed_data\train\letters_T1027238__T1027238\letters_T1027238__T1027238_SS114.5.wav,k,0.80,letters_T1027238__T1027238
..\processed_data\train\letters_T1027238__T1027238\letters_T1027238__T1027238_SS126.9.wav,k,0.72,letters_T1027238__T1027238
..\processed_data\train\letters_T1027238__T1027238\letters_T1027238__T1027238_SS134.4.wav,n,0.49,letters_T1027238__T1027238
..\processed_data\train\letters_T1027238__T1027238\letters_T1027238__T1027238_SS141.7.wav,i,0.72,letters_T1027238__T1027238
..\processed_data\train\letters_T1027238__T1027238\letters_T1027238__T1027238_SS148.2.wav,p,0.80,letters_T1027238__T1027238
..\processed_data\train\letters_T1027238__T1027238\letters_T1027238__T1027238_SS153.3.wav,f,0.96,letters_T1027238__T1027238
..\processed_data\train\letters_T1027238__T1027238\letters_T1027238__T1027238_SS160.3.wav,g,0.90,letters_T1027238__T1027238
..\processed_data\train\letters_T1027238__T1027238\letters_T1027238__T1027238_SS164.4.wav,e,0.92,letters_T1027238__T1027238
..\processed_data\train\letters_T1027238__T1027238\letters_T1027238__T1027238_SS170.3.wav,d,1.00,letters_T1027238__T1027238
..\processed_data\train\letters_T1027238__T1027238\letters_T1027238__T1027238_SS174.8.wav,seven,1.26,letters_T1027238__T1027238
..\processed_data\train\letters_T1027238__T1027238\letters_T1027238__T1027238_SS181.7.wav,zewo,1.19,letters_T1027238__T1027238
..\processed_data\train\letters_T1027238__T1027238\letters_T1027238__T1027238_SS186.0.wav,four,0.93,letters_T1027238__T1027238
..\processed_data\train\letters_T1027238__T1027238\letters_T1027238__T1027238_SS192.3.wav,ten,0.77,letters_T1027238__T1027238
..\processed_data\train\letters_T1027238__T1027238\letters_T1027238__T1027238_SS196.3.wav,five,1.06,letters_T1027238__T1027238
..\processed_data\train\letters_T1027238__T1027238\letters_T1027238__T1027238_SS203.4.wav,eight,1.38,letters_T1027238__T1027238
..\processed_data\train\letters_T1027238__T1027238\letters_T1027238__T1027238_SS209.2.wav,one,0.69,letters_T1027238__T1027238
..\processed_data\train\letters_T1027238__T1027238\letters_T1027238__T1027238_SS214.7.wav,six,1.60,letters_T1027238__T1027238
..\processed_data\train\letters_T1027238__T1027238\letters_T1027238__T1027238_SS222.0.wav,thwee,1.00,letters_T1027238__T1027238
..\processed_data\train\letters_T1027238__T1027238\letters_T1027238__T1027238_SS226.4.wav,nine,1.03,letters_T1027238__T1027238
..\processed_data\train\letters_T1027238__T1027238\letters_T1027238__T1027238_SS232.7.wav,two,1.06,letters_T1027238__T1027238
..\processed_data\train\letters_T1027241__T1027241\letters_T1027241__T1027241_SS0.0.wav,b,0.61,letters_T1027241__T1027241
..\processed_data\train\letters_T1027241__T1027241\letters_T1027241__T1027241_SS12.0.wav,m,0.74,letters_T1027241__T1027241
..\processed_data\train\letters_T1027241__T1027241\letters_T1027241__T1027241_SS22.5.wav,u,0.99,letters_T1027241__T1027241
..\processed_data\train\letters_T1027241__T1027241\letters_T1027241__T1027241_SS30.1.wav,c,0.90,letters_T1027241__T1027241
..\processed_data\train\letters_T1027241__T1027241\letters_T1027241__T1027241_SS31.7.wav,very curved,1.01,letters_T1027241__T1027241
..\processed_data\train\letters_T1027241__T1027241\letters_T1027241__T1027241_SS42.6.wav,r,0.79,letters_T1027241__T1027241
..\processed_data\train\letters_T1027241__T1027241\letters_T1027241__T1027241_SS54.0.wav,q,0.77,letters_T1027241__T1027241
..\processed_data\train\letters_T1027241__T1027241\letters_T1027241__T1027241_SS55.2.wav,very circley,1.22,letters_T1027241__T1027241
..\processed_data\train\letters_T1027241__T1027241\letters_T1027241__T1027241_SS62.5.wav,x,0.79,letters_T1027241__T1027241
..\processed_data\train\letters_T1027241__T1027241\letters_T1027241__T1027241_SS64.6.wav,very crossy,1.15,letters_T1027241__T1027241
..\processed_data\train\letters_T1027241__T1027241\letters_T1027241__T1027241_SS72.9.wav,v,0.65,letters_T1027241__T1027241
..\processed_data\train\letters_T1027241__T1027241\letters_T1027241__T1027241_SS82.0.wav,y,0.54,letters_T1027241__T1027241
..\processed_data\train\letters_T1027241__T1027241\letters_T1027241__T1027241_SS95.0.wav,o,0.58,letters_T1027241__T1027241
..\processed_data\train\letters_T1027241__T1027241\letters_T1027241__T1027241_SS105.7.wav,h,0.95,letters_T1027241__T1027241
..\processed_data\train\letters_T1027241__T1027241\letters_T1027241__T1027241_SS115.4.wav,t,0.68,letters_T1027241__T1027241
..\processed_data\train\letters_T1027241__T1027241\letters_T1027241__T1027241_SS116.2.wav,very toppy,1.13,letters_T1027241__T1027241
..\processed_data\train\letters_T1027241__T1027241\letters_T1027241__T1027241_SS122.2.wav,l,0.70,letters_T1027241__T1027241
..\processed_data\train\letters_T1027241__T1027241\letters_T1027241__T1027241_SS123.2.wav,like lamp,1.24,letters_T1027241__T1027241
..\processed_data\train\letters_T1027241__T1027241\letters_T1027241__T1027241_SS137.0.wav,j,0.54,letters_T1027241__T1027241
..\processed_data\train\letters_T1027241__T1027241\letters_T1027241__T1027241_SS138.3.wav,i love to jump,1.26,letters_T1027241__T1027241
..\processed_data\train\letters_T1027241__T1027241\letters_T1027241__T1027241_SS146.1.wav,a,0.68,letters_T1027241__T1027241
..\processed_data\train\letters_T1027241__T1027241\letters_T1027241__T1027241_SS153.3.wav,i know it was gonna be asking,1.19,letters_T1027241__T1027241
..\processed_data\train\letters_T1027241__T1027241\letters_T1027241__T1027241_SS156.6.wav,s,0.56,letters_T1027241__T1027241
..\processed_data\train\letters_T1027241__T1027241\letters_T1027241__T1027241_SS165.4.wav,z,0.83,letters_T1027241__T1027241
..\processed_data\train\letters_T1027241__T1027241\letters_T1027241__T1027241_SS166.4.wav,like a zebra pounding in the woods,2.97,letters_T1027241__T1027241
..\processed_data\train\letters_T1027241__T1027241\letters_T1027241__T1027241_SS174.1.wav,w,0.74,letters_T1027241__T1027241
..\processed_data\train\letters_T1027241__T1027241\letters_T1027241__T1027241_SS182.9.wav,k,0.81,letters_T1027241__T1027241
..\processed_data\train\letters_T1027241__T1027241\letters_T1027241__T1027241_SS192.1.wav,that's n,0.83,letters_T1027241__T1027241
..\processed_data\train\letters_T1027241__T1027241\letters_T1027241__T1027241_SS194.1.wav,ike a nut,1.08,letters_T1027241__T1027241
..\processed_data\train\letters_T1027241__T1027241\letters_T1027241__T1027241_SS202.2.wav,i can't tell,1.17,letters_T1027241__T1027241
..\processed_data\train\letters_T1027241__T1027241\letters_T1027241__T1027241_SS206.2.wav,i,0.58,letters_T1027241__T1027241
..\processed_data\train\letters_T1027241__T1027241\letters_T1027241__T1027241_SS208.3.wav,i thought it was a lowercase l,1.51,letters_T1027241__T1027241
..\processed_data\train\letters_T1027241__T1027241\letters_T1027241__T1027241_SS215.2.wav,p,0.72,letters_T1027241__T1027241
..\processed_data\train\letters_T1027241__T1027241\letters_T1027241__T1027241_SS216.1.wav,like a pan frying in the stove,2.66,letters_T1027241__T1027241
..\processed_data\train\letters_T1027241__T1027241\letters_T1027241__T1027241_SS224.5.wav,f,0.79,letters_T1027241__T1027241
..\processed_data\train\letters_T1027241__T1027241\letters_T1027241__T1027241_SS226.9.wav,fun,0.86,letters_T1027241__T1027241
..\processed_data\train\letters_T1027241__T1027241\letters_T1027241__T1027241_SS232.9.wav,j. i mean,1.55,letters_T1027241__T1027241
..\processed_data\train\letters_T1027241__T1027241\letters_T1027241__T1027241_SS234.4.wav,g,1.06,letters_T1027241__T1027241
..\processed_data\train\letters_T1027241__T1027241\letters_T1027241__T1027241_SS241.6.wav,e,0.63,letters_T1027241__T1027241
..\processed_data\train\letters_T1027241__T1027241\letters_T1027241__T1027241_SS242.5.wav,like a vowel,1.15,letters_T1027241__T1027241
..\processed_data\train\letters_T1027241__T1027241\letters_T1027241__T1027241_SS250.2.wav,d,0.47,letters_T1027241__T1027241
..\processed_data\train\letters_T1027241__T1027241\letters_T1027241__T1027241_SS250.8.wav,like dad,1.22,letters_T1027241__T1027241
..\processed_data\train\letters_T1027241__T1027241\letters_T1027241__T1027241_SS259.4.wav,seven,0.88,letters_T1027241__T1027241
..\processed_data\train\letters_T1027241__T1027241\letters_T1027241__T1027241_SS268.3.wav,zero,0.99,letters_T1027241__T1027241
..\processed_data\train\letters_T1027241__T1027241\letters_T1027241__T1027241_SS276.6.wav,four,0.72,letters_T1027241__T1027241
..\processed_data\train\letters_T1027241__T1027241\letters_T1027241__T1027241_SS284.6.wav,ten,0.83,letters_T1027241__T1027241
..\processed_data\train\letters_T1027241__T1027241\letters_T1027241__T1027241_SS292.4.wav,five,1.10,letters_T1027241__T1027241
..\processed_data\train\letters_T1027241__T1027241\letters_T1027241__T1027241_SS297.2.wav,five ten fifteen,1.51,letters_T1027241__T1027241
..\processed_data\train\letters_T1027241__T1027241\letters_T1027241__T1027241_SS302.7.wav,eight,0.72,letters_T1027241__T1027241
..\processed_data\train\letters_T1027241__T1027241\letters_T1027241__T1027241_SS311.0.wav,one,0.59,letters_T1027241__T1027241
..\processed_data\train\letters_T1027241__T1027241\letters_T1027241__T1027241_SS312.8.wav,like a one nights,2.34,letters_T1027241__T1027241
..\processed_data\train\letters_T1027241__T1027241\letters_T1027241__T1027241_SS319.9.wav,six,0.99,letters_T1027241__T1027241
..\processed_data\train\letters_T1027241__T1027241\letters_T1027241__T1027241_SS329.6.wav,three,0.56,letters_T1027241__T1027241
..\processed_data\train\letters_T1027241__T1027241\letters_T1027241__T1027241_SS340.1.wav,nine,1.10,letters_T1027241__T1027241
..\processed_data\train\letters_T1027241__T1027241\letters_T1027241__T1027241_SS341.4.wav,like a nineball,1.87,letters_T1027241__T1027241
..\processed_data\train\letters_T1027241__T1027241\letters_T1027241__T1027241_SS350.5.wav,two four six eight but mostly two,4.68,letters_T1027241__T1027241
..\processed_data\train\letters_T1027244__T1027244\letters_T1027244__T1027244_SS2.0.wav,a b,1.15,letters_T1027244__T1027244
..\processed_data\train\letters_T1027244__T1027244\letters_T1027244__T1027244_SS8.9.wav,that's an m. because m is in mint leaf,4.70,letters_T1027244__T1027244
..\processed_data\train\letters_T1027244__T1027244\letters_T1027244__T1027244_SS16.3.wav,a u,0.91,letters_T1027244__T1027244
..\processed_data\train\letters_T1027244__T1027244\letters_T1027244__T1027244_SS22.0.wav,a c,1.23,letters_T1027244__T1027244
..\processed_data\train\letters_T1027244__T1027244\letters_T1027244__T1027244_SS26.2.wav,a r,1.26,letters_T1027244__T1027244
..\processed_data\train\letters_T1027244__T1027244\letters_T1027244__T1027244_SS31.7.wav,a q,1.37,letters_T1027244__T1027244
..\processed_data\train\letters_T1027244__T1027244\letters_T1027244__T1027244_SS36.4.wav,a x,2.10,letters_T1027244__T1027244
..\processed_data\train\letters_T1027244__T1027244\letters_T1027244__T1027244_SS40.7.wav,a v,0.99,letters_T1027244__T1027244
..\processed_data\train\letters_T1027244__T1027244\letters_T1027244__T1027244_SS45.5.wav,a y,1.14,letters_T1027244__T1027244
..\processed_data\train\letters_T1027244__T1027244\letters_T1027244__T1027244_SS51.8.wav,an o,1.22,letters_T1027244__T1027244
..\processed_data\train\letters_T1027244__T1027244\letters_T1027244__T1027244_SS57.0.wav,a h,1.18,letters_T1027244__T1027244
..\processed_data\train\letters_T1027244__T1027244\letters_T1027244__T1027244_SS63.6.wav,a t,1.30,letters_T1027244__T1027244
..\processed_data\train\letters_T1027244__T1027244\letters_T1027244__T1027244_SS69.0.wav,a l,0.99,letters_T1027244__T1027244
..\processed_data\train\letters_T1027244__T1027244\letters_T1027244__T1027244_SS73.9.wav,a j,1.41,letters_T1027244__T1027244
..\processed_data\train\letters_T1027244__T1027244\letters_T1027244__T1027244_SS78.2.wav,an a,1.07,letters_T1027244__T1027244
..\processed_data\train\letters_T1027244__T1027244\letters_T1027244__T1027244_SS83.2.wav,a s,1.26,letters_T1027244__T1027244
..\processed_data\train\letters_T1027244__T1027244\letters_T1027244__T1027244_SS89.1.wav,a z,1.64,letters_T1027244__T1027244
..\processed_data\train\letters_T1027244__T1027244\letters_T1027244__T1027244_SS94.6.wav,a w,1.37,letters_T1027244__T1027244
..\processed_data\train\letters_T1027244__T1027244\letters_T1027244__T1027244_SS99.7.wav,a k,1.03,letters_T1027244__T1027244
..\processed_data\train\letters_T1027244__T1027244\letters_T1027244__T1027244_SS105.6.wav,an m,1.41,letters_T1027244__T1027244
..\processed_data\train\letters_T1027244__T1027244\letters_T1027244__T1027244_SS110.3.wav,an i,1.14,letters_T1027244__T1027244
..\processed_data\train\letters_T1027244__T1027244\letters_T1027244__T1027244_SS113.2.wav,i don't know what's wrong with color. a p,2.99,letters_T1027244__T1027244
..\processed_data\train\letters_T1027244__T1027244\letters_T1027244__T1027244_SS116.6.wav,yes,0.64,letters_T1027244__T1027244
..\processed_data\train\letters_T1027244__T1027244\letters_T1027244__T1027244_SS121.2.wav,a f,1.11,letters_T1027244__T1027244
..\processed_data\train\letters_T1027244__T1027244\letters_T1027244__T1027244_SS126.0.wav,a g,1.45,letters_T1027244__T1027244
..\processed_data\train\letters_T1027244__T1027244\letters_T1027244__T1027244_SS131.7.wav,an e,1.22,letters_T1027244__T1027244
..\processed_data\train\letters_T1027244__T1027244\letters_T1027244__T1027244_SS136.0.wav,a d d,2.21,letters_T1027244__T1027244
..\processed_data\train\letters_T1027244__T1027244\letters_T1027244__T1027244_SS148.9.wav,a zero,0.97,letters_T1027244__T1027244
..\processed_data\train\letters_T1027244__T1027244\letters_T1027244__T1027244_SS152.8.wav,a four,1.26,letters_T1027244__T1027244
..\processed_data\train\letters_T1027244__T1027244\letters_T1027244__T1027244_SS157.6.wav,a ten,1.26,letters_T1027244__T1027244
..\processed_data\train\letters_T1027244__T1027244\letters_T1027244__T1027244_SS162.9.wav,a five,1.33,letters_T1027244__T1027244
..\processed_data\train\letters_T1027244__T1027244\letters_T1027244__T1027244_SS168.3.wav,an eight,0.92,letters_T1027244__T1027244
